1389021896.290780	105	91117ad1	39213	d21291b7	0	67
1389021896.321139	105	91117ad1	39214	d2129757	0	67
1389021896.330418	105	91117ad1	39215	d2129cf7	0	67
1389021896.343682	105	91117ad1	39216	d212a477	0	67
1389021896.354943	105	91117ad1	39217	d212aa17	0	67
1389021896.377125	105	91117ad1	39218	d212afb7	0	67
1389021896.393581	105	91117ad1	39219	d212b737	0	67
1389021896.407682	105	91117ad1	39220	d212bcd7	0	67
1389021897.414626	105	91117ad1	39221	d212c277	0	67
1389021897.425107	105	91117ad1	39222	d212c9f7	0	67
1389021897.435075	105	91117ad1	39223	d212cf97	0	67
1389021897.443490	105	91117ad1	39224	d212d537	0	67
1389021897.450463	105	91117ad1	39225	d212dcb7	0	67
1389021897.458051	105	91117ad1	39226	d212e257	0	67
1389021897.467970	105	91117ad1	39227	d212e7f7	0	67
1389021897.486829	105	91117ad1	39228	d212ef77	0	67
1389021897.493039	105	91117ad1	39229	d212f517	0	67
1389021897.498249	105	91117ad1	39230	d212fab7	0	67
1389021897.509750	105	91117ad1	39231	d2130237	0	67
1389021897.522419	105	91117ad1	39232	d21307d7	0	67
1389021897.568894	105	91117ad1	39233	d2130d77	0	67
1389021898.582242	105	91117ad1	39234	d21314f7	0	67
1389021898.596522	105	91117ad1	39235	d2131a97	0	67
1389021898.605602	105	91117ad1	39236	d2132037	0	67
1389021898.621167	105	91117ad1	39237	d21327b7	0	67
1389021898.640885	105	91117ad1	39238	d2132d57	0	67
1389021898.658581	105	91117ad1	39239	d21332f7	0	67
1389021898.675641	105	91117ad1	39240	d2133a77	0	67
1389021898.691650	105	91117ad1	39241	d2134017	0	67
1389021898.698053	105	91117ad1	39242	d21345b7	0	67
1389021898.724463	105	91117ad1	39243	d2134d37	0	67
1389021898.731494	105	91117ad1	39244	d21352d7	0	67
1389021899.741312	105	91117ad1	39245	d2135877	0	67
1389021899.744826	105	91117ad1	39246	d2135ff7	0	67
1389021899.756375	105	91117ad1	39247	d2136597	0	67
1389021899.783264	105	91117ad1	39248	d2136b37	0	67
1389021899.806357	105	91117ad1	39249	d21372b7	0	67
1389021899.817039	105	91117ad1	39250	d2137857	0	67
1389021899.827595	105	91117ad1	39251	d2137df7	0	67
1389021899.846718	105	91117ad1	39252	d2138577	0	67
1389021899.855250	105	91117ad1	39253	d2138b17	0	67
1389021899.867266	105	91117ad1	39254	d21390b7	0	67
1389021899.879974	105	91117ad1	39255	d2139837	0	67
1389021899.882886	105	91117ad1	39256	d2139dd7	0	67
1389021900.896683	105	91117ad1	39257	d213a377	0	67
1389021900.982886	105	91117ad1	39273	d213c357	0	67
1389021900.991922	105	91117ad1	39274	d213c8f7	0	67
1389021900.993915	105	91117ad1	39275	d213ce97	0	67
1389021901.007944	105	91117ad1	39276	d213d617	0	67
1389021901.012663	105	91117ad1	39277	d213dbb7	0	67
1389021901.024433	105	91117ad1	39278	d213e157	0	67
1389021901.031658	105	91117ad1	39279	d213e8d7	0	67
1389021902.051408	105	91117ad1	39280	d213ee77	0	67
1389021902.056285	105	91117ad1	39281	d213f417	0	67
1389021902.068311	105	91117ad1	39282	d213fb97	0	67
1389021902.101768	105	91117ad1	39283	d2140137	0	67
1389021902.120089	105	91117ad1	39284	d21406d7	0	67
1389021902.142898	105	91117ad1	39285	d2140e57	0	67
1389021902.258461	105	91117ad1	39299	d2142897	0	67
1389021902.278835	105	91117ad1	39300	d2142e37	0	67
1389021903.283981	105	91117ad1	39301	d21433d7	0	67
1389021903.306057	105	91117ad1	39302	d2143b57	0	67
1389021903.312591	105	91117ad1	39303	d21440f7	0	67
1389021903.327246	105	91117ad1	39304	d2144697	0	67
1389021903.358900	105	91117ad1	39305	d2144e17	0	67
1389021903.363718	105	91117ad1	39306	d21453b7	0	67
1389021903.377132	105	91117ad1	39307	d2145957	0	67
1389021903.386187	105	91117ad1	39308	d21460d7	0	67
1389021903.404331	105	91117ad1	39309	d2146677	0	67
1389021903.415456	105	91117ad1	39310	d2146c17	0	67
1389021903.421599	105	91117ad1	39311	d2147397	0	67
1389021903.454986	105	91117ad1	39312	d2147937	0	67
1389021904.460022	105	91117ad1	39313	d2147ed7	0	67
1389021904.477575	105	91117ad1	39314	d2148657	0	67
1389021904.488429	105	91117ad1	39315	d2148bf7	0	67
1389021904.508897	105	91117ad1	39316	d2149197	0	67
1389021904.527793	105	91117ad1	39317	d2149917	0	67
1389021904.540595	105	91117ad1	39318	d2149eb7	0	67
1389021904.553965	105	91117ad1	39319	d214a457	0	67
1389021904.569475	105	91117ad1	39320	d214abd7	0	67
1389021904.605481	105	91117ad1	39321	d214b177	0	67
1389021904.617510	105	91117ad1	39322	d214b717	0	67
1389021904.635376	105	91117ad1	39323	d214be97	0	67
1389021904.647371	105	91117ad1	39324	d214c437	0	67
1389021905.655667	105	91117ad1	39325	d214c9d7	0	67
1389021905.675773	105	91117ad1	39330	d214d517	0	67
1389021905.691176	105	91117ad1	39331	d214dab7	0	67
1389021905.698603	105	91117ad1	39332	d214e057	0	67
1389021905.709660	105	91117ad1	39333	d214e7d7	0	67
1389021905.722111	105	91117ad1	39334	d214ed77	0	67
1389021905.773638	105	91117ad1	39339	d214f8b7	0	67
1389021905.780966	105	91117ad1	39340	d214fe57	0	67
1389021905.788441	105	91117ad1	39341	d21503f7	0	67
1389021905.797317	105	91117ad1	39342	d2150b77	0	67
